Date,Open,High,Low,Close,Volume,Adj Close,
27-01-2017,2299.02002,2299.02002,2291.620117,2294.689941,3135890000,2294.689941
26-01-2017,2298.629883,2300.98999,2294.080078,2296.679932,3610360000,2296.679932
25-01-2017,2288.879883,2299.550049,2288.879883,2298.370117,3846020000,2298.370117
24-01-2017,2267.879883,2284.629883,2266.679932,2280.070068,3810960000,2280.070068
23-01-2017,2267.780029,2271.780029,2257.02002,2265.199951,3152710000,2265.199951
20-01-2017,2269.959961,2276.959961,2265.01001,2271.310059,3524970000,2271.310059
19-01-2017,2271.899902,2274.330078,2258.409912,2263.689941,3165970000,2263.689941
18-01-2017,2269.139893,2272.01001,2263.350098,2271.889893,3315250000,2271.889893
17-01-2017,2269.139893,2272.080078,2262.810059,2267.889893,3584990000,2267.889893
13-01-2017,2272.73999,2278.679932,2271.51001,2274.639893,3081270000,2274.639893
12-01-2017,2271.139893,2271.780029,2254.25,2270.439941,3462130000,2270.439941
11-01-2017,2268.600098,2275.320068,2260.830078,2275.320068,3620410000,2275.320068
10-01-2017,2269.719971,2279.27002,2265.27002,2268.899902,3638790000,2268.899902
09-01-2017,2273.590088,2275.48999,2268.899902,2268.899902,3217610000,2268.899902
06-01-2017,2271.139893,2282.100098,2264.060059,2276.97998,3339890000,2276.97998
05-01-2017,2268.179932,2271.5,2260.449951,2269,3761820000,2269,2263
04-01-2017,2261.600098,2272.820068,2261.600098,2270.75,3764890000,2270.75,2282
03-01-2017,2251.570068,2263.879883,2245.129883,2257.830078,3770530000,2257.830078
30-12-2016,2251.610107,2253.580078,2233.620117,2238.830078,2670900000,2238.830078
29-12-2016,2249.5,2254.51001,2244.560059,2249.26001,2336370000,2249.26001
28-12-2016,2270.22998,2271.310059,2249.110107,2249.919922,2392360000,2249.919922


26,2298.629883,2300.98999,2294.080078,2296.679932,3610360000,2296.679932
